locus_tag,gene_name,product,timepoint,log2fc,padj,expression_status,experiment_id
ACZ81_05030,flgH,flagellar basal body L-ring protein FlgH,days 60+89,-3.220736642006221,2.379103137293786e-09,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_axenic
ACZ81_01465,cheA,chemotaxis protein CheA,day 18,-3.196547420115876,2.3705387766955434e-05,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_axenic
ACZ81_05145,,flagellin,days 60+89,-3.167859322363596,2.4281746626688657e-15,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_axenic
ACZ81_05005,flgC,flagellar basal body rod protein FlgC,days 60+89,-3.152516316098811,6.143752532033105e-10,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_axenic
ACZ81_05935,motY,flagellar protein MotY,days 60+89,-3.0484515373994805,4.567936727783097e-30,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_axenic
ACZ81_17485,,methyl-accepting chemotaxis protein,days 60+89,-2.942962053590512,9.508382516230863e-12,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_axenic
ACZ81_01475,aer2,methyl-accepting chemotaxis protein,day 18,-2.925008711412153,1.2097078935953536e-05,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_axenic
ACZ81_16865,,hypothetical protein,days 60+89,-2.8552056690483414,9.455727781223637e-08,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_axenic
ACZ81_05010,flgD,flagellar hook assembly protein FlgD,days 60+89,-2.8343436893180765,3.060390787032421e-11,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_axenic
ACZ81_01460,cheY1,response regulator,day 18,-2.7968147700535564,0.0010476206199158,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_axenic
ACZ81_05085,fliS,flagellar export chaperone FliS,days 60+89,-2.795614083366272,3.501001413326374e-30,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_axenic
ACZ81_12975,pomA,flagellar motor protein PomA,days 60+89,-2.750042343017086,8.92212076229927e-17,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_axenic
ACZ81_05015,flgE,flagellar hook protein FlgE,days 60+89,-2.7184749812155014,2.7104248259195973e-13,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_axenic
ACZ81_01455,,methyl-accepting chemotaxis protein,day 18,-2.7117985379213483,0.0005137944985563,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_axenic
ACZ81_05035,flgI,flagellar basal body P-ring protein FlgI,days 60+89,-2.69566924939518,1.8629547072376208e-11,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_axenic
ACZ81_13670,chev-2,chemotaxis protein CheV,days 60+89,-2.693513716917481,4.470028685939081e-16,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_axenic
ACZ81_05195,fliK,flagellar hook-length control protein FliK,days 60+89,-2.6732505863609006,2.8043276695551465e-17,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_axenic
ACZ81_05145,,flagellin,day 18,-2.6581984514781074,3.266862408734312e-07,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_axenic
ACZ81_01470,cheW,chemotaxis protein CheW,day 31,-2.646727167800816,0.001441792476855,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_axenic
ACZ81_17420,motX,tetratricopeptide repeat protein,days 60+89,-2.609775534647836,6.524973486511544e-14,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_axenic
ACZ81_01475,aer2,methyl-accepting chemotaxis protein,day 31,-2.595507071169511,0.0001889127523057,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_axenic
ACZ81_01465,cheA,chemotaxis protein CheA,day 31,-2.570575453574176,0.0012508744034001,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_axenic
ACZ81_05020,flgF,flagellar basal body rod protein FlgF,day 18,-2.48872954059249,0.0035778266078788,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_axenic
ACZ81_04985,flgA,flagellar basal body P-ring formation chaperone FlgA,days 60+89,-2.3505473863987176,0.0002257064794267,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_axenic
ACZ81_05040,flgJ,flagellar assembly peptidoglycan hydrolase FlgJ,days 60+89,-2.3435034339608656,2.4218669985045773e-08,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_axenic
ACZ81_16170,,chemotaxis protein CheX,days 60+89,-2.321987031761348,5.091105613361044e-05,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_axenic
ACZ81_01485,cheR,CheR family methyltransferase,day 18,-2.2645570949041827,0.0001752362387875,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_axenic
ACZ81_16865,,hypothetical protein,day 18,-2.26183882195358,0.0011339871871811,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_axenic
ACZ81_05025,flgG,flagellar basal-body rod protein FlgG,day 18,-2.2294039193694184,0.0008309805563113,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_axenic
ACZ81_00745,,methyl-accepting chemotaxis protein,days 60+89,-2.208451862933028,7.40401155029975e-11,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_axenic
ACZ81_02770,,methyl-accepting chemotaxis protein,days 60+89,-2.2051111173228777,7.077597215714043e-14,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_axenic
ACZ81_04970,,LPP20 family lipoprotein,day 18,-2.174100680879409,0.0001223284939805,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_axenic
ACZ81_05165,fliE,flagellar hook-basal body complex protein FliE,day 18,-2.16876161047158,0.0293335847344354,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_axenic
ACZ81_01460,cheY1,response regulator,day 31,-2.164842580095124,0.0183479254759,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_axenic
ACZ81_RS21455,bdlA,hypothetical protein,days 60+89,-2.1543452392183715,8.462812259806618e-05,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_axenic
ACZ81_05000,flgB,flagellar basal body rod protein FlgB,days 60+89,-2.1376940250706644,0.0018949774137241,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_axenic
ACZ81_05160,fleR,sigma-54-dependent transcriptional regulator,days 60+89,-2.128597827320585,2.325830623408738e-06,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_axenic
ACZ81_01450,cheB,protein-glutamate methylesterase/protein-glutamine glutaminase,day 18,2.1160814845123443,2.579919983556325e-05,significant_up,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_axenic
ACZ81_01440,cheR,CheR family methyltransferase,day 18,2.109543419726054,0.0010220978684524,significant_up,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_axenic
ACZ81_05020,flgF,flagellar basal body rod protein FlgF,days 60+89,-2.0983988386983827,0.0051130823248024,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_axenic
ACZ81_04970,,LPP20 family lipoprotein,days 60+89,-2.095896933730565,4.261607660664026e-05,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_axenic
ACZ81_05000,flgB,flagellar basal body rod protein FlgB,day 18,-2.084432978840453,0.0075850942501015,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_axenic
ACZ81_04985,flgA,flagellar basal body P-ring formation chaperone FlgA,day 18,-2.069729400723164,0.004856783584486,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_axenic
ACZ81_04990,cheV,chemotaxis protein CheV,days 60+89,-2.021248764108056,3.0650819689199653e-18,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_axenic
ACZ81_01445,cheD,chemoreceptor glutamine deamidase CheD,day 18,1.9609173834179927,0.0027474369873461,significant_up,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_axenic
ACZ81_05205,fliM,flagellar motor switch protein FliM,days 60+89,-1.9398216870276013,1.780670059557689e-09,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_axenic
ACZ81_04985,flgA,flagellar basal body P-ring formation chaperone FlgA,day 31,-1.9392833864885188,0.0122153226215338,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_axenic
ACZ81_11940,,methyl-accepting chemotaxis protein,days 60+89,-1.894369395780076,8.815986424959398e-13,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_axenic
ACZ81_05200,fliL,flagellar basal body-associated protein FliL,days 60+89,-1.848117402422497,1.807976066453017e-05,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_axenic
ACZ81_05280,cheA,chemotaxis protein CheA,days 60+89,-1.8372237933472,2.108382849873624e-11,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_axenic
ACZ81_05040,flgJ,flagellar assembly peptidoglycan hydrolase FlgJ,day 18,-1.834279484824472,0.0003313180520683,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_axenic
ACZ81_03265,,methyl-accepting chemotaxis protein,days 60+89,-1.832770560513663,1.741810370637667e-08,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_axenic
ACZ81_16170,,chemotaxis protein CheX,day 18,-1.8204252508193897,0.0088462675433573,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_axenic
ACZ81_06325,,response regulator,days 60+89,-1.815077472477824,5.075425421958656e-13,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_axenic
ACZ81_12970,motB,flagellar motor protein MotB,days 60+89,-1.813062156542829,2.304715361430175e-07,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_axenic
ACZ81_16000,bdlA,methyl-accepting chemotaxis protein,days 60+89,-1.795694838627346,6.718376254201622e-14,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_axenic
ACZ81_05005,flgC,flagellar basal body rod protein FlgC,day 18,-1.788285557419828,0.0066815964909662,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_axenic
ACZ81_01495,cheB,protein-glutamate methylesterase/protein-glutamine glutaminase,days 60+89,-1.7786906354492735,7.375361515675267e-07,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_axenic
ACZ81_05060,flaA,flagellin N-terminal helical domain-containing protein,day 31,-1.7783217660022017,0.0155754498498151,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_axenic
ACZ81_05170,fliF,flagellar basal-body MS-ring/collar protein FliF,days 60+89,-1.74996924111107,0.0033593104628314,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_axenic
ACZ81_RS21445,bdlA,methyl-accepting chemotaxis protein,days 60+89,-1.6906712017772358,0.0020627681503036,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_axenic
ACZ81_05070,flaA,flagellin N-terminal helical domain-containing protein,day 31,-1.6867713499745376,8.950912758763118e-07,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_axenic
ACZ81_05295,VP2226,chemotaxis protein CheW,days 60+89,-1.6832462250869114,3.592330192582472e-05,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_axenic
ACZ81_05050,flgL,flagellar hook-associated protein FlgL,days 60+89,-1.6791080015053528,4.290105576261122e-11,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_axenic
ACZ81_04980,flgM,flagellar biosynthesis anti-sigma factor FlgM,day 31,-1.667384745541793,1.7296412516417677e-05,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_axenic
ACZ81_05080,fliD,flagellar filament capping protein FliD,day 31,-1.6641466989925198,3.752380040242536e-06,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_axenic
ACZ81_05020,flgF,flagellar basal body rod protein FlgF,day 31,-1.6627249002432378,0.0779988030270405,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_axenic
ACZ81_05170,fliF,flagellar basal-body MS-ring/collar protein FliF,day 18,-1.6355212831271162,0.0273055849239144,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_axenic
ACZ81_13670,chev-2,chemotaxis protein CheV,day 31,-1.6271378948951798,0.0003065557394798,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_axenic
ACZ81_01490,cheD,chemoreceptor glutamine deamidase CheD,days 60+89,-1.6156786461632715,1.989680444125109e-07,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_axenic
ACZ81_17485,,methyl-accepting chemotaxis protein,day 18,-1.612958301091189,0.004835668391209,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_axenic
ACZ81_05935,motY,flagellar protein MotY,day 18,-1.612067935564682,2.425393117562828e-06,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_axenic
ACZ81_16865,,hypothetical protein,day 31,-1.5861720234692187,0.0374823590339377,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_axenic
ACZ81_04975,flgN,flagellar export chaperone FlgN,day 31,-1.5793703424841,4.059152085094236e-09,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_axenic
ACZ81_01445,cheD,chemoreceptor glutamine deamidase CheD,day 31,1.546275988550135,0.0279076429905089,significant_up,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_axenic
ACZ81_11165,,methyl-accepting chemotaxis protein,days 60+89,-1.5462346149056372,2.368706012816267e-09,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_axenic
ACZ81_05145,,flagellin,day 31,-1.5460400993727603,0.0064428983389246,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_axenic
ACZ81_05025,flgG,flagellar basal-body rod protein FlgG,day 31,-1.5356180649074538,0.0355557317552525,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_axenic
ACZ81_05035,flgI,flagellar basal body P-ring protein FlgI,day 18,-1.5089110338038894,0.004856783584486,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_axenic
ACZ81_04970,,LPP20 family lipoprotein,day 31,-1.5084596775154964,0.0122153226215338,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_axenic
ACZ81_05200,fliL,flagellar basal body-associated protein FliL,day 18,-1.5083849588515534,0.0015884132051566,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_axenic
ACZ81_05070,flaA,flagellin N-terminal helical domain-containing protein,day 18,-1.5026863137976645,1.504536388361962e-05,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_axenic
ACZ81_17485,,methyl-accepting chemotaxis protein,day 31,-1.4942756562581283,0.0122153226215338,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_axenic
ACZ81_05065,flaA,flagellin N-terminal helical domain-containing protein,day 31,-1.478822890202824,0.0876350994501298,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_axenic
ACZ81_05045,flgK,flagellar hook-associated protein FlgK,days 60+89,-1.4676573943114084,9.634472793760852e-07,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_axenic
ACZ81_01440,cheR,CheR family methyltransferase,day 31,1.4634174225519587,0.0378477648684552,significant_up,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_axenic
ACZ81_13670,chev-2,chemotaxis protein CheV,day 18,-1.4596057562423022,0.0009137030858533,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_axenic
ACZ81_RS21455,bdlA,hypothetical protein,day 18,-1.449617383554143,0.048695841808515,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_axenic
ACZ81_05030,flgH,flagellar basal body L-ring protein FlgH,day 18,-1.4397080165062224,0.0588563937843064,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_axenic
ACZ81_05060,flaA,flagellin N-terminal helical domain-containing protein,day 18,-1.4065490731160342,0.0548241745997788,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_axenic
ACZ81_03740,rpoN,RNA polymerase factor sigma-54,day 18,-1.405979887598836,2.494841360851331e-07,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_axenic
ACZ81_05265,fliA,RNA polymerase sigma factor FliA,days 60+89,-1.4049750668738747,7.550437265590172e-06,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_axenic
ACZ81_01450,cheB,protein-glutamate methylesterase/protein-glutamine glutaminase,days 60+89,1.3863980731747865,0.0007094386073693,significant_up,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_axenic
ACZ81_03265,,methyl-accepting chemotaxis protein,day 18,-1.3833190015010095,0.0011553902616953,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_axenic
ACZ81_05300,cheW,chemotaxis protein CheW,days 60+89,-1.3818007708796172,5.863582582775045e-07,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_axenic
ACZ81_01450,cheB,protein-glutamate methylesterase/protein-glutamine glutaminase,day 31,1.375080648599754,0.0118904258427488,significant_up,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_axenic
ACZ81_00745,,methyl-accepting chemotaxis protein,day 18,-1.3745094574795986,0.0025234469172431,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_axenic
ACZ81_02770,,methyl-accepting chemotaxis protein,day 31,-1.366823393135603,0.0007787706906619,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_axenic
ACZ81_05030,flgH,flagellar basal body L-ring protein FlgH,day 31,-1.3520321684581342,0.0894370914050243,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_axenic
ACZ81_05270,cheY,chemotaxis response regulator CheY,day 18,-1.346593046166381,0.0065857173859226,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_axenic
ACZ81_05280,cheA,chemotaxis protein CheA,day 18,-1.335325477018455,0.0002322150381398,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_axenic
ACZ81_17420,motX,tetratricopeptide repeat protein,day 18,-1.327801896349026,0.0031714207742078,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_axenic
ACZ81_05000,flgB,flagellar basal body rod protein FlgB,day 31,-1.3161508721290656,0.1300500162700466,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_axenic
ACZ81_05935,motY,flagellar protein MotY,day 31,-1.3156275847803822,0.0002227774668571,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_axenic
ACZ81_01485,cheR,CheR family methyltransferase,day 31,-1.315090760502068,0.0468889558047685,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_axenic
ACZ81_01430,cheW,chemotaxis protein CheW,day 18,1.2930736457246763,0.023333462885965,significant_up,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_axenic
ACZ81_12975,pomA,flagellar motor protein PomA,day 31,-1.2765466060091766,0.00669366324286,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_axenic
ACZ81_01440,cheR,CheR family methyltransferase,days 60+89,1.2666570991230186,0.0138733547131047,significant_up,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_axenic
ACZ81_05210,fliN,flagellar motor switch protein FliN,day 18,-1.2601989656455903,0.0321704907407377,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_axenic
ACZ81_05015,flgE,flagellar hook protein FlgE,day 18,-1.2555661084397536,0.0149895328959462,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_axenic
ACZ81_05200,fliL,flagellar basal body-associated protein FliL,day 31,-1.2427089906774873,0.0150129882192427,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_axenic
ACZ81_05010,flgD,flagellar hook assembly protein FlgD,day 18,-1.2397578235903235,0.0342147349846998,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_axenic
ACZ81_05005,flgC,flagellar basal body rod protein FlgC,day 31,-1.236582191242469,0.0876720923956384,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_axenic
ACZ81_03740,rpoN,RNA polymerase factor sigma-54,days 60+89,-1.233608355356023,6.6050236225674495e-09,significant_down,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_axenic
ACZ81_05165,fliE,flagellar hook-basal body complex protein FliE,day 31,-1.2256815897514075,0.2780614963583684,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_axenic
