cluster,direction,timepoint,term_id,term_name,count,bg_count,gene_ratio,fold_enrichment,pvalue,p_adjust,signed_score
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture|day 31|down,down,day 31,kegg.pathway:ko00350,Tyrosine metabolism,7,12,7/493,4.670216362407031,0.00020484238127873274,0.009900715095138748,-2.004333436649207
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture|day 31|down,down,day 31,kegg.pathway:ko00643,Styrene degradation,5,6,5/493,6.671737660581474,0.0001607046908289357,0.009900715095138748,-2.004333436649207
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture|day 18|up,up,day 18,kegg.pathway:ko01240,Biosynthesis of cofactors,23,134,23/334,2.028353740280633,0.0006988212836382036,0.01266613576594244,1.8973558611623533
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture|day 18|up,up,day 18,kegg.pathway:ko05012,Parkinson disease,4,6,4/334,7.878243512974052,0.0006587682175951398,0.01266613576594244,1.8973558611623533
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture|day 31|down,down,day 31,kegg.pathway:ko02020,Two-component system,33,146,33/493,1.8095945983494954,0.00037703138989882487,0.013667387883832401,-1.864314480021562
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture|day 89|up,up,day 89,kegg.pathway:ko01120,Microbial metabolism in diverse environments,29,214,29/290,1.8443925233644862,0.000770698480363831,0.015964468521822213,1.7968455351190205
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture|day 18|up,up,day 18,kegg.pathway:ko05016,Huntington disease,4,7,4/334,6.752780153977759,0.0014347866055322554,0.023116006422464114,1.6360871935428956
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture|day 89|up,up,day 89,kegg.pathway:ko00195,Photosynthesis,4,8,4/290,6.805172413793103,0.0015768724115773705,0.025610143178101525,1.591587993523542
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture|day 89|up,up,day 89,kegg.pathway:ko01240,Biosynthesis of cofactors,20,134,20/290,2.031394750386001,0.0015895950938131982,0.025610143178101525,1.591587993523542
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture|day 31|down,down,day 31,kegg.pathway:ko00280,"Valine, leucine and isoleucine degradation",11,32,11/493,2.7520917849898576,0.0011301245830451212,0.027311344090257098,-1.5636569261283793
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture|day 31|down,down,day 31,kegg.pathway:ko05131,Shigellosis,4,5,4/493,6.404868154158215,0.001084608998443532,0.027311344090257098,-1.5636569261283793
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture|days 60+89|down,down,days 60+89,kegg.pathway:ko00280,"Valine, leucine and isoleucine degradation",12,32,12/536,2.76142723880597,0.0005898879574692923,0.02851125127768246,-1.5449837223233704
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture|days 60+89|down,down,days 60+89,kegg.pathway:ko02020,Two-component system,34,146,34/536,1.7148589245553056,0.000823121880374107,0.029838168163561378,-1.5252278427569124
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture|day 31|up,up,day 31,kegg.pathway:ko01212,Fatty acid metabolism,10,34,10/378,3.0711173358232178,0.0009207768514378894,0.03337816086462349,1.4765375966067418
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture|day 18|up,up,day 18,kegg.pathway:ko00061,Fatty acid biosynthesis,6,18,6/334,3.939121756487026,0.0027108308917705624,0.039307047930673154,1.405529571686425
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture|day 31|down,down,day 31,kegg.pathway:ko02040,Flagellar assembly,14,49,14/493,2.2874529121993628,0.0019559550914273584,0.04051621260813814,-1.3923711585798397
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture|day 60|down,down,day 60,kegg.pathway:ko05131,Shigellosis,4,5,4/528,5.9803030303030305,0.0014168893719241728,0.041089791785801015,-1.3862660594318932
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture|day 18|down,down,day 18,kegg.pathway:ko00330,Arginine and proline metabolism,9,28,9/329,3.8561658706035606,0.0002888561547576633,0.04188414243986118,-1.3779503721267718
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture|days 60+89|down,down,days 60+89,kegg.pathway:ko05131,Shigellosis,4,5,4/536,5.8910447761194025,0.001502255847450272,0.04356541957605789,-1.360858098944512
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture|day 18|down,down,day 18,kegg.pathway:ko00643,Styrene degradation,4,6,4/329,7.997973657548125,0.0006213723474469393,0.0450494951899031,-1.3463100712213851
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture|day 18|up,up,day 18,kegg.pathway:ko00190,Oxidative phosphorylation,9,39,9/334,2.727084292952557,0.0043163937066034025,0.0466397342345485,1.3312439329659789
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture|day 18|up,up,day 18,kegg.pathway:ko00230,Purine metabolism,12,60,12/334,2.3634730538922155,0.0037395241049222486,0.0466397342345485,1.3312439329659789
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture|day 18|up,up,day 18,kegg.pathway:ko05014,Amyotrophic lateral sclerosis,4,9,4/334,5.252162341982702,0.004503146753680545,0.0466397342345485,1.3312439329659789
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture|day 18|up,up,day 18,kegg.pathway:ko05022,Pathways of neurodegeneration - multiple diseases,4,9,4/334,5.252162341982702,0.004503146753680545,0.0466397342345485,1.3312439329659789
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture|day 89|down,down,day 89,kegg.pathway:ko02020,Two-component system,35,146,35/563,1.680636998467116,0.0009833384083395454,0.04752802306974469,-1.3230502498280454
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture|day 60|down,down,day 60,kegg.pathway:ko00280,"Valine, leucine and isoleucine degradation",11,32,11/528,2.569661458333333,0.002003455862329516,0.048416850006296634,-1.3150034691153556
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture|day 89|down,down,day 89,kegg.pathway:ko05131,Shigellosis,4,5,4/563,5.608525754884547,0.0018183491708311371,0.06591515744262873,-1.1810147062441372
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture|day 89|up,up,day 89,kegg.pathway:ko00300,Lysine biosynthesis,5,16,5/290,4.2532327586206895,0.004599599975452689,0.06669419964406399,1.1759119347808067
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture|day 31|down,down,day 31,kegg.pathway:ko00640,Propanoate metabolism,10,32,10/493,2.5019016227180524,0.004194710475300953,0.07602912736482978,-1.1190199941615964
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture|day 89|up,up,day 89,kegg.pathway:ko00261,Monobactam biosynthesis,4,11,4/290,4.9492163009404395,0.00622736182785765,0.08027654526441275,1.0954113258318627
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture|day 89|up,up,day 89,kegg.pathway:ko00562,Inositol phosphate metabolism,3,6,3/290,6.805172413793104,0.006643576159813469,0.08027654526441275,1.0954113258318627
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture|day 89|down,down,day 89,kegg.pathway:ko00280,"Valine, leucine and isoleucine degradation",11,32,11/563,2.4099134103019537,0.0033762974722915786,0.08518400961006829,-1.0696419215463284
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture|day 89|down,down,day 89,kegg.pathway:ko00350,Tyrosine metabolism,6,12,6/563,3.5053285968028423,0.0035248555700717913,0.08518400961006829,-1.0696419215463284
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture|day 18|down,down,day 18,kegg.pathway:ko02040,Flagellar assembly,11,49,11/329,2.693195211215185,0.0018516490303908204,0.08949636980222299,-1.04819458040294
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture|day 89|up,up,day 89,kegg.pathway:ko00250,"Alanine, aspartate and glutamate metabolism",7,33,7/290,2.887042842215256,0.008715031603961164,0.0972061217364899,1.012306383708919
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture|days 60+89|down,down,days 60+89,kegg.pathway:ko00643,Styrene degradation,4,6,4/536,4.909203980099503,0.00402266830793862,0.09721448410851666,-1.0122690241706818
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture|day 89|down,down,day 89,kegg.pathway:ko00643,Styrene degradation,4,6,4/563,4.673771462403789,0.0048395279997645035,0.10024736570940758,-0.9989270309062799
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture|day 89|up,up,day 89,kegg.pathway:ko00710,Carbon fixation by Calvin cycle,5,19,5/290,3.5816696914700543,0.010203412477672459,0.10295435503764654,0.9873552777121496
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture|day 89|up,up,day 89,kegg.pathway:ko01200,Carbon metabolism,15,107,15/290,1.9079922655494683,0.010650450521135849,0.10295435503764654,0.9873552777121496
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture|day 89|up,up,day 89,kegg.pathway:ko00983,Drug metabolism - other enzymes,4,13,4/290,4.187798408488064,0.01199960200358931,0.10874639315752811,0.9635851385826091
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture|day 18|down,down,day 18,kegg.pathway:ko00280,"Valine, leucine and isoleucine degradation",8,32,8/329,2.999240121580547,0.0037969393646223337,0.11011124157404768,-0.9581683403892676
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture|day 18|down,down,day 18,kegg.pathway:ko00640,Propanoate metabolism,8,32,8/329,2.999240121580547,0.0037969393646223337,0.11011124157404768,-0.9581683403892676
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture|day 18|up,up,day 18,kegg.pathway:ko02024,Quorum sensing,10,53,10/334,2.229691560275675,0.01193184240088104,0.11534114320851672,0.9380157483760493
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture|day 31|down,down,day 31,kegg.pathway:ko00450,Selenocompound metabolism,5,11,5/493,3.6391296330444405,0.007218848211361898,0.11630366562749725,-0.9344065970797459
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture|day 18|down,down,day 18,kegg.pathway:ko05131,Shigellosis,3,5,3/329,7.198176291793312,0.005054512578050088,0.12215072063621048,-0.9131039665341263
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture|day 89|up,up,day 89,kegg.pathway:ko00550,Peptidoglycan biosynthesis,5,21,5/290,3.24055829228243,0.01582185252471545,0.13495109506374942,0.8698235870006537
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture|day 31|down,down,day 31,kegg.pathway:ko04621,NOD-like receptor signaling pathway,4,8,4/493,4.003042596348884,0.011131269036938927,0.1467303645778313,-0.8334800033754073
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture|day 31|down,down,day 31,kegg.pathway:ko05134,Legionellosis,4,8,4/493,4.003042596348884,0.011131269036938927,0.1467303645778313,-0.8334800033754073
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture|day 31|up,up,day 31,kegg.pathway:ko00780,Biotin metabolism,5,13,5/378,4.016076516076516,0.005276168796100606,0.15300889508691756,0.8152833209806172
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture|day 18|up,up,day 18,kegg.pathway:ko00620,Pyruvate metabolism,9,48,9/334,2.215755988023952,0.01738699703555067,0.15756966063467795,0.8025274003450342
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture|day 60|down,down,day 60,kegg.pathway:ko00330,Arginine and proline metabolism,9,28,9/528,2.4028003246753245,0.008356023779238993,0.173089063998522,-0.761730370571348
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture|day 60|down,down,day 60,kegg.pathway:ko00450,Selenocompound metabolism,5,11,5/528,3.397899449035813,0.009701154369826994,0.17583342295311427,-0.7548985693961896
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture|day 31|up,up,day 31,kegg.pathway:ko04922,Glucagon signaling pathway,3,5,3/378,6.265079365079365,0.007524100877252682,0.1818324378669398,0.7403286385509628
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture|day 18|up,up,day 18,kegg.pathway:ko00052,Galactose metabolism,4,14,4/334,3.3763900769888795,0.025485559871978595,0.1847703090718448,0.7333678147297031
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture|day 18|up,up,day 18,kegg.pathway:ko00500,Starch and sucrose metabolism,6,27,6/334,2.6260811709913505,0.022596722862371167,0.1847703090718448,0.7333678147297031
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture|day 18|up,up,day 18,kegg.pathway:ko01230,Biosynthesis of amino acids,17,121,17/334,1.660290988271391,0.02459029368547433,0.1847703090718448,0.7333678147297031
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture|day 18|up,up,day 18,kegg.pathway:ko01523,Antifolate resistance,3,8,3/334,4.431511976047903,0.02438608024780297,0.1847703090718448,0.7333678147297031
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture|day 89|up,up,day 89,kegg.pathway:ko00680,Methane metabolism,5,23,5/290,2.9587706146926536,0.023194504794099097,0.18684462195246496,0.7285193981621187
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture|days 60+89|down,down,days 60+89,kegg.pathway:ko00330,Arginine and proline metabolism,9,28,9/536,2.36693763326226,0.009217730845578925,0.18750886951359344,-0.7269781845244945
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture|days 60+89|down,down,days 60+89,kegg.pathway:ko00450,Selenocompound metabolism,5,11,5/536,3.3471845318860245,0.010345316938681017,0.18750886951359344,-0.7269781845244945
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture|days 60+89|up,up,days 60+89,kegg.pathway:ko00261,Monobactam biosynthesis,4,11,4/327,4.389213233249931,0.009550569191847907,0.19783321897399236,0.7037007824769635
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture|days 60+89|up,up,days 60+89,kegg.pathway:ko00300,Lysine biosynthesis,5,16,5/327,3.771980122324159,0.00769301616858735,0.19783321897399236,0.7037007824769635
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture|days 60+89|up,up,days 60+89,kegg.pathway:ko00562,Inositol phosphate metabolism,3,6,3/327,6.035168195718655,0.009326384031224136,0.19783321897399236,0.7037007824769635
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture|days 60+89|up,up,days 60+89,kegg.pathway:ko01232,Nucleotide metabolism,9,44,9/327,2.4689324437030864,0.008666724683461625,0.19783321897399236,0.7037007824769635
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture|day 60|down,down,day 60,kegg.pathway:ko04621,NOD-like receptor signaling pathway,4,8,4/528,3.737689393939394,0.014207428695986866,0.20600771609180957,-0.6861165126729025
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture|day 60|down,down,day 60,kegg.pathway:ko05134,Legionellosis,4,8,4/528,3.737689393939394,0.014207428695986866,0.20600771609180957,-0.6861165126729025
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture|day 31|down,down,day 31,kegg.pathway:ko00071,Fatty acid degradation,7,23,7/493,2.4366346238645384,0.018518464733189657,0.20655210663942308,-0.6849703712649249
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture|day 31|down,down,day 31,kegg.pathway:ko00330,Arginine and proline metabolism,8,28,8/493,2.2874529121993628,0.0178646741254705,0.20655210663942308,-0.6849703712649249
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture|day 89|up,up,day 89,kegg.pathway:ko00010,Glycolysis / Gluconeogenesis,6,33,6/290,2.4746081504702193,0.03060183185481514,0.21071427415870786,0.6763060435167983
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture|day 89|up,up,day 89,kegg.pathway:ko00230,Purine metabolism,9,60,9/290,2.041551724137931,0.029348121342147624,0.21071427415870786,0.6763060435167983
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture|day 89|up,up,day 89,kegg.pathway:ko00740,Riboflavin metabolism,3,10,3/290,4.083103448275862,0.03197044159649361,0.21071427415870786,0.6763060435167983
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture|day 89|up,up,day 89,kegg.pathway:ko04714,Thermogenesis,3,10,3/290,4.083103448275862,0.03197044159649361,0.21071427415870786,0.6763060435167983
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture|day 18|down,down,day 18,kegg.pathway:ko00340,Histidine metabolism,5,17,5/329,3.528517790094761,0.010434602365857666,0.21614533472133737,-0.6652541338367615
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture|days 60+89|down,down,days 60+89,kegg.pathway:ko04621,NOD-like receptor signaling pathway,4,8,4/536,3.6819029850746268,0.014983325374618672,0.21725821793197075,-0.6630237871002083
