cluster,direction,timepoint,term_id,term_name,count,bg_count,gene_ratio,fold_enrichment,pvalue,p_adjust,signed_score
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture|days 60+89|down,down,days 60+89,kegg.pathway:ko00195,Photosynthesis,5,8,5/264,5.2675189393939394,0.0009377573019932493,0.02094324641118257,-1.6789559974813024
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture|day 89|up,up,day 89,kegg.pathway:ko00071,Fatty acid degradation,11,22,11/355,3.1338028169014085,0.00019607922202500707,0.020985286727372997,1.6780850925346833
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture|day 89|up,up,day 89,kegg.pathway:ko00280,"Valine, leucine and isoleucine degradation",13,30,13/355,2.715962441314554,0.0003132132347369104,0.020985286727372997,1.6780850925346833
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture|day 89|down,down,day 89,kegg.pathway:ko00195,Photosynthesis,5,8,5/268,5.188899253731343,0.001006557424492489,0.026975738976398708,-1.5690266493706742
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture|day 89|down,down,day 89,kegg.pathway:ko03060,Protein export,6,12,6/268,4.151119402985074,0.001420400652143475,0.031722281231204276,-1.498635588993139
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture|day 60|down,down,day 60,kegg.pathway:ko00195,Photosynthesis,5,8,5/265,5.2476415094339615,0.0009546070731762577,0.03197933695140463,-1.4951305450091523
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture|day 60|down,down,day 60,kegg.pathway:ko03060,Protein export,6,12,6/265,4.19811320754717,0.0013369462508009916,0.03583015952146658,-1.4457512582827183
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture|day 31|up,up,day 31,kegg.pathway:ko00280,"Valine, leucine and isoleucine degradation",10,30,10/243,3.0521262002743486,0.0008312079403096331,0.03712728800049695,1.4303067730855856
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture|day 31|up,up,day 31,kegg.pathway:ko01212,Fatty acid metabolism,10,30,10/243,3.0521262002743486,0.0008312079403096331,0.03712728800049695,1.4303067730855856
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture|day 31|up,up,day 31,kegg.pathway:ko00362,Benzoate degradation,5,9,5/243,5.086877000457247,0.0012995035618496942,0.03949191967846808,1.4034917549567347
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture|day 31|up,up,day 31,kegg.pathway:ko00500,Starch and sucrose metabolism,8,22,8/243,3.3295922184811078,0.0014735790924801523,0.03949191967846808,1.4034917549567347
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture|day 60|up,up,day 60,kegg.pathway:ko00410,beta-Alanine metabolism,6,11,6/321,3.780798640611725,0.002099109665843085,0.040182956460424774,1.3959581132021777
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture|day 60|up,up,day 60,kegg.pathway:ko01524,Platinum drug resistance,4,5,4/321,5.545171339563862,0.0018881592089732642,0.040182956460424774,1.3959581132021777
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture|day 60|up,up,day 60,kegg.pathway:ko05200,Pathways in cancer,5,7,5/321,4.951045838896306,0.0009930816821217053,0.040182956460424774,1.3959581132021777
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture|day 60|up,up,day 60,kegg.pathway:ko05204,Chemical carcinogenesis - DNA adducts,4,5,4/321,5.545171339563862,0.0018881592089732642,0.040182956460424774,1.3959581132021777
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture|day 60|up,up,day 60,kegg.pathway:ko05225,Hepatocellular carcinoma,4,5,4/321,5.545171339563862,0.0018881592089732642,0.040182956460424774,1.3959581132021777
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture|day 60|down,down,day 60,kegg.pathway:ko02020,Two-component system,22,98,22/265,1.8848671544089333,0.00188202536942136,0.042031899917077044,-1.37642097866328
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture|days 60+89|up,up,days 60+89,kegg.pathway:ko00650,Butanoate metabolism,10,23,10/337,2.870597342278416,0.001007699947768978,0.04501059766701435,1.346685220303844
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture|day 60|up,up,day 60,kegg.pathway:ko00650,Butanoate metabolism,9,23,9/321,2.712312068264933,0.003061276534205272,0.05127638194793831,1.2900826261467984
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture|day 60|up,up,day 60,kegg.pathway:ko05208,Chemical carcinogenesis - reactive oxygen species,6,12,6/321,3.465732087227414,0.003694190044732945,0.055002385110468295,1.2596184774538322
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture|day 60|up,up,day 60,kegg.pathway:ko00362,Benzoate degradation,5,9,5/321,3.8508134302526824,0.00463983446386172,0.061164063099618055,1.213503672325576
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture|day 60|up,up,day 60,kegg.pathway:ko05207,Chemical carcinogenesis - receptor activation,4,6,4/321,4.620976116303219,0.005020930552953721,0.061164063099618055,1.213503672325576
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture|day 60|up,up,day 60,kegg.pathway:ko01212,Fatty acid metabolism,10,30,10/321,2.3104880581516096,0.006961206383047563,0.07773347127736445,1.1093919379429986
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture|day 60|down,down,day 60,kegg.pathway:ko01210,2-Oxocarboxylic acid metabolism,11,39,11/265,2.368166424770198,0.004346636126643394,0.0832070344243164,-1.0798399563712577
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture|day 31|up,up,day 31,kegg.pathway:ko00410,beta-Alanine metabolism,5,11,5/243,4.1619902731013845,0.0039603358009543885,0.08844749955464802,1.0533144402553134
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture|days 60+89|up,up,days 60+89,kegg.pathway:ko00410,beta-Alanine metabolism,6,11,6/337,3.601294847585649,0.0027203716583934544,0.09113245055618073,1.0403269513690185
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture|day 60|up,up,day 60,kegg.pathway:ko00980,Metabolism of xenobiotics by cytochrome P450,4,7,4/321,3.9608366711170446,0.010391395714063074,0.09946050183460371,1.0023493538364563
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture|day 60|up,up,day 60,kegg.pathway:ko00982,Drug metabolism - cytochrome P450,4,7,4/321,3.9608366711170446,0.010391395714063074,0.09946050183460371,1.0023493538364563
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture|day 60|up,up,day 60,kegg.pathway:ko00983,Drug metabolism - other enzymes,5,11,5/321,3.150665533843104,0.013274767763508125,0.11117618001938055,0.9539882522708802
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture|day 60|up,up,day 60,kegg.pathway:ko04212,Longevity regulating pathway - worm,5,11,5/321,3.150665533843104,0.013274767763508125,0.11117618001938055,0.9539882522708802
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture|day 60|up,up,day 60,kegg.pathway:ko04626,Plant-pathogen interaction,4,8,4/321,3.465732087227414,0.018446488128274315,0.1454017299522799,0.8374304263225129
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture|days 60+89|up,up,days 60+89,kegg.pathway:ko00362,Benzoate degradation,5,9,5/337,3.667985492911309,0.005768385871154224,0.15459274134693324,0.8108109015365784
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture|day 60|down,down,day 60,kegg.pathway:ko01230,Biosynthesis of amino acids,22,111,22/265,1.664116947135815,0.009360913024441383,0.15679529315939317,-0.8046669785494388
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture|day 60|down,down,day 60,kegg.pathway:ko00220,Arginine biosynthesis,6,17,6/265,2.9633740288568253,0.010671424052394964,0.15888564700232502,-0.7989153331842511
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture|day 89|up,up,day 89,kegg.pathway:ko00410,beta-Alanine metabolism,6,11,6/355,3.4186939820742634,0.0035815944677818224,0.15997788622758807,0.7959400458007981
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture|day 89|up,up,day 89,kegg.pathway:ko00362,Benzoate degradation,5,9,5/355,3.4820031298904537,0.007268356813532448,0.16232663550222468,0.789610212752061
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture|day 89|up,up,day 89,kegg.pathway:ko00625,Chloroalkane and chloroalkene degradation,5,9,5/355,3.4820031298904537,0.007268356813532448,0.16232663550222468,0.789610212752061
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture|day 89|up,up,day 89,kegg.pathway:ko00650,Butanoate metabolism,9,23,9/355,2.45254133496632,0.0061599866909408454,0.16232663550222468,0.789610212752061
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture|day 31|up,up,day 31,kegg.pathway:ko00650,Butanoate metabolism,7,23,7/243,2.7867239219896227,0.008953325612792409,0.17139223315916896,0.766008862532666
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture|day 60|up,up,day 60,kegg.pathway:ko00930,Caprolactam degradation,3,5,3/321,4.158878504672897,0.0237584497235538,0.17686845905312273,0.7523496079071081
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture|day 31|up,up,day 31,kegg.pathway:ko00930,Caprolactam degradation,3,5,3/243,5.493827160493827,0.010886024887994705,0.18234091687391132,0.7391158657463556
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture|day 31|down,down,day 31,kegg.pathway:ko02020,Two-component system,16,98,16/179,2.0294151180025084,0.0041279277948376315,0.1843807748360809,-0.7342843642904086
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture|day 31|down,down,day 31,kegg.pathway:ko03070,Bacterial secretion system,6,19,6/179,3.925316083504851,0.002787242503031147,0.1843807748360809,-0.7342843642904086
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture|day 89|up,up,day 89,kegg.pathway:ko00052,Galactose metabolism,6,13,6/355,2.892741061755146,0.0100108825985641,0.19163689545822707,0.7175208733820511
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture|day 89|up,up,day 89,kegg.pathway:ko00500,Starch and sucrose metabolism,8,22,8/355,2.2791293213828427,0.015849489408732098,0.19307559825182738,0.7142726108101145
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture|day 89|up,up,day 89,kegg.pathway:ko00640,Propanoate metabolism,10,30,10/355,2.0892018779342725,0.014128728704821937,0.19307559825182738,0.7142726108101145
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture|day 89|up,up,day 89,kegg.pathway:ko01212,Fatty acid metabolism,10,30,10/355,2.0892018779342725,0.014128728704821937,0.19307559825182738,0.7142726108101145
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture|day 89|up,up,day 89,kegg.pathway:ko02040,Flagellar assembly,8,22,8/355,2.2791293213828427,0.015849489408732098,0.19307559825182738,0.7142726108101145
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture|day 60|up,up,day 60,kegg.pathway:ko00500,Starch and sucrose metabolism,7,22,7/321,2.205465873690173,0.029766449830780254,0.19943521386622773,0.7001981567687646
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture|day 60|up,up,day 60,kegg.pathway:ko05418,Fluid shear stress and atherosclerosis,4,9,4/321,3.0806507442021456,0.0294918110598044,0.19943521386622773,0.7001981567687646
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture|day 60|down,down,day 60,kegg.pathway:ko00250,"Alanine, aspartate and glutamate metabolism",8,29,8/265,2.3162003903708523,0.016607526756818095,0.2023098714012386,-0.6939829259761368
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture|day 60|down,down,day 60,kegg.pathway:ko00910,Nitrogen metabolism,4,9,4/265,3.731656184486373,0.015232465551352901,0.2023098714012386,-0.6939829259761368
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture|days 60+89|up,up,days 60+89,kegg.pathway:ko01212,Fatty acid metabolism,10,30,10/337,2.2007912957467854,0.009843984009064383,0.2198489762024379,0.6578755524716895
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture|day 31|down,down,day 31,kegg.pathway:ko00190,Oxidative phosphorylation,7,29,7/179,3.0003852822192254,0.0066004586169419325,0.22111536366755474,-0.655381080468644
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture|days 60+89|up,up,days 60+89,kegg.pathway:ko00500,Starch and sucrose metabolism,8,22,8/337,2.400863231723766,0.01165553999877929,0.22312033711948925,0.6514608425524075
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture|day 31|down,down,day 31,kegg.pathway:ko00130,Ubiquinone and other terpenoid-quinone biosynthesis,4,11,4/179,4.52006094464195,0.008525664835630754,0.22848781759490425,-0.641136950484073
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture|day 60|up,up,day 60,kegg.pathway:ko04621,NOD-like receptor signaling pathway,3,6,3/321,3.465732087227414,0.042495968894153906,0.258839083264392,0.5869701469966427
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture|day 60|up,up,day 60,kegg.pathway:ko05134,Legionellosis,3,6,3/321,3.465732087227414,0.042495968894153906,0.258839083264392,0.5869701469966427
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture|day 31|down,down,day 31,kegg.pathway:ko03060,Protein export,4,12,4/179,4.143389199255122,0.011996881789821227,0.26793035997267406,-0.571978072425573
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture|day 89|up,up,day 89,kegg.pathway:ko04626,Plant-pathogen interaction,4,8,4/355,3.1338028169014085,0.026174214108866736,0.2922787242156786,0.5342027969998058
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture|day 31|down,down,day 31,kegg.pathway:ko01110,Biosynthesis of secondary metabolites,33,286,33/179,1.4342501074344651,0.016489972610994184,0.3156651899818887,-0.5007733073453773
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture|day 89|up,up,day 89,kegg.pathway:ko00930,Caprolactam degradation,3,5,3/355,3.7605633802816896,0.03135055528902531,0.3231518775945686,0.4905933163726206
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture|day 60|up,up,day 60,kegg.pathway:ko00640,Propanoate metabolism,8,30,8/321,1.8483904465212875,0.05644758605812436,0.3288685448603767,0.48297766329706227
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture|day 60|up,up,day 60,kegg.pathway:ko04146,Peroxisome,4,11,4/321,2.520532427074483,0.06106971834793409,0.3409725941092987,0.46728052630197436
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture|day 31|down,down,day 31,kegg.pathway:ko00290,"Valine, leucine and isoleucine biosynthesis",4,14,4/179,3.5514764565043895,0.021361786081831965,0.3578099168706854,-0.4463476269253457
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture|day 31|down,down,day 31,kegg.pathway:ko00770,Pantothenate and CoA biosynthesis,4,15,4/179,3.3147113594040967,0.027342002499781082,0.364643719046192,-0.43813126271821234
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture|day 31|down,down,day 31,kegg.pathway:ko00910,Nitrogen metabolism,3,9,3/179,4.143389199255121,0.02993343962319487,0.364643719046192,-0.43813126271821234
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture|day 31|down,down,day 31,kegg.pathway:ko01230,Biosynthesis of amino acids,15,111,15/179,1.6797523780764005,0.029258078446852357,0.364643719046192,-0.43813126271821234
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture|days 60+89|up,up,days 60+89,kegg.pathway:ko04626,Plant-pathogen interaction,4,8,4/337,3.301186943620178,0.02186119787774867,0.36617506445229026,0.4363112333262144
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture|day 31|up,up,day 31,kegg.pathway:ko04146,Peroxisome,4,11,4/243,3.3295922184811078,0.02463340690728901,0.36676405839741416,0.4356132302661234
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture|day 89|up,up,day 89,kegg.pathway:ko00380,Tryptophan metabolism,6,17,6/355,2.212096106048053,0.04115846403924919,0.39394529866138517,0.4045640780190767
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture|days 60+89|up,up,days 60+89,kegg.pathway:ko00930,Caprolactam degradation,3,5,3/337,3.9614243323442135,0.027174611277755667,0.40459976791325103,0.3929743706853904
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture|day 31|up,up,day 31,kegg.pathway:ko00380,Tryptophan metabolism,5,17,5/243,2.6930525296538366,0.030659466262676446,0.4108368479198644,0.38633061149491943
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture|days 60+89|up,up,days 60+89,kegg.pathway:ko00380,Tryptophan metabolism,6,17,6/337,2.330249607261302,0.03270607980162535,0.42238007079025713,0.37429658135967314
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture|days 60+89|up,up,days 60+89,kegg.pathway:ko00625,Chloroalkane and chloroalkene degradation,4,9,4/337,2.934388394329047,0.03473544748302425,0.42238007079025713,0.37429658135967314
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture|days 60+89|up,up,days 60+89,kegg.pathway:ko02040,Flagellar assembly,7,22,7/337,2.100755327758295,0.03782508096629168,0.42238007079025713,0.37429658135967314
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture|day 60|up,up,day 60,kegg.pathway:ko00380,Tryptophan metabolism,5,17,5/321,2.038665933663185,0.08561526278889778,0.44124789283508853,0.35531735555829347
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture|day 60|up,up,day 60,kegg.pathway:ko02040,Flagellar assembly,6,22,6/321,1.8903993203058624,0.0850546986407551,0.44124789283508853,0.35531735555829347
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture|day 31|down,down,day 31,kegg.pathway:ko00561,Glycerolipid metabolism,3,10,3/179,3.7290502793296088,0.04028299680496015,0.44982679765538836,-0.3469546757852307
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture|day 60|up,up,day 60,kegg.pathway:ko00907,"Pinene, camphor and geraniol degradation",3,8,3/321,2.5992990654205603,0.09545114516979059,0.45680190902685497,0.3402720897926451
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture|day 60|up,up,day 60,kegg.pathway:ko03320,PPAR signaling pathway,3,8,3/321,2.5992990654205603,0.09545114516979059,0.45680190902685497,0.3402720897926451
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture|days 60+89|up,up,days 60+89,kegg.pathway:ko04621,NOD-like receptor signaling pathway,3,6,3/337,3.3011869436201784,0.04832311837302548,0.46252127585610103,0.3348682850343957
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture|days 60+89|up,up,days 60+89,kegg.pathway:ko05134,Legionellosis,3,6,3/337,3.3011869436201784,0.04832311837302548,0.46252127585610103,0.3348682850343957
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture|days 60+89|down,down,days 60+89,kegg.pathway:ko02024,Quorum sensing,8,31,8/264,2.174975562072336,0.024216278625203737,0.46356876225390015,-0.3338858368107619
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture|day 89|up,up,day 89,kegg.pathway:ko04621,NOD-like receptor signaling pathway,3,6,3/355,3.133802816901408,0.055382241892991284,0.463826275853802,0.3336446521295177
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture|day 89|up,up,day 89,kegg.pathway:ko05134,Legionellosis,3,6,3/355,3.133802816901408,0.055382241892991284,0.463826275853802,0.3336446521295177
10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_proteomics_coculture|day 60|up,up,day 60,kegg.pathway:ko00310,Lysine degradation,4,13,4/321,2.132758207524563,0.10493594487371612,0.46871388710259865,0.3290921789681994
