locus_tag,gene_name,product,gene_category,log2fc,padj,expression_status,timepoint
ACZ81_03630,dpm1,glycosyltransferase family 2 protein,Cell wall and membrane,-3.006307261454092,5.279797597353787e-06,significant_down,day 11
ACZ81_07125,ibpA,Hsp20 family protein,Post-translational modification,-3.0017232643424414,0.0393979531762011,significant_down,day 11
ACZ81_12195,gtfA,sucrose phosphorylase,Carbohydrate metabolism,2.934641945194385,5.600937019681311e-05,significant_up,day 11
ACZ81_13200,,hypothetical protein,Unknown,-2.904027029540873,,significant_down,day 11
ACZ81_16125,katG,catalase/peroxidase HPI,Inorganic ion transport,-2.897899440065792,0.0098475215852841,significant_down,day 11
ACZ81_03335,benE,benzoate/H(+) symporter BenE family transporter,Secondary metabolites,2.893343361161617,2.7065906010107834e-10,significant_up,day 11
ACZ81_13190,ppdB,hypothetical protein,Intracellular trafficking,-2.8807890334335315,,significant_down,day 11
ACZ81_19385,,outer membrane beta-barrel protein,Cell wall and membrane,2.808546942510035,0.1076823450594656,not_significant,day 11
ACZ81_19450,,C1 family peptidase,Post-translational modification,2.764960879066066,0.0095569365264149,significant_up,day 11
ACZ81_RS21240,,hypothetical protein,Unknown,-2.720493406095692,0.1076823450594656,not_significant,day 11
ACZ81_13990,,glycoside hydrolase family 97 protein,Carbohydrate metabolism,2.631276596425487,2.371789515272546e-05,significant_up,day 11
ACZ81_11315,hemN,oxygen-independent coproporphyrinogen III oxidase,Coenzyme metabolism,-2.630491029619084,0.0031701879379351,significant_down,day 11
ACZ81_18275,hemH,ferrochelatase,Coenzyme metabolism,-2.6167877767523344,4.927795845043557e-05,significant_down,day 11
ACZ81_16515,,IS4 family transposase,Replication and repair,-2.5846264087424524,,significant_down,day 11
ACZ81_15025,yaaA,peroxide stress protein YaaA,Unknown,-2.5830667088437376,0.002058956676903,significant_down,day 11
ACZ81_03605,,iron-containing redox enzyme family protein,Coenzyme metabolism,-2.5821451459310265,0.0023621010771989,significant_down,day 11
ACZ81_15300,prpF,2-methylaconitate cis-trans isomerase PrpF,Unknown,2.579255536730475,9.418799709289494e-06,significant_up,day 11
ACZ81_RS21165,,hypothetical protein,Unknown,2.558516780589361,,significant_up,day 11
ACZ81_RS21145,,hypothetical protein,Unknown,-2.546379426366679,0.0283685564560794,significant_down,day 11
ACZ81_18730,,hypothetical protein,Unknown,-2.4951269729312817,0.0082041642825204,significant_down,day 11
ACZ81_17625,,helix-turn-helix domain-containing protein,Transcription,-2.4929872588047286,,significant_down,day 11
ACZ81_06705,aroH,class II 3-deoxy-7-phosphoheptulonate synthase,Amino acid metabolism,-2.4873571931473486,0.0037272536181132,significant_down,day 11
ACZ81_11490,,hypothetical protein,Unknown,-2.4749316732465383,0.0971719177777177,not_significant,day 11
ACZ81_15100,,arsenate reductase ArsC,Signal transduction,-2.468032053568446,0.1088833753965118,not_significant,day 11
ACZ81_04245,yhiI,HlyD family secretion protein,Cell wall and membrane,-2.4591655083870805,0.0523058690540609,not_significant,day 11
ACZ81_00670,,hypothetical protein,Unknown,-2.434752274285221,2.371789515272546e-05,significant_down,day 11
ACZ81_01470,cheW,chemotaxis protein CheW,Cell motility,-2.4298863220758027,0.0094228920578177,significant_down,day 11
ACZ81_18510,ytbE,aldo/keto reductase,Unknown,2.425907705948621,0.0021395273061972,significant_up,day 11
ACZ81_16595,rutC,pyrimidine utilization protein C,Translation,-2.4163905808609845,0.1264202319851805,not_significant,day 11
ACZ81_12415,,cysteine hydrolase family protein,Secondary metabolites,-2.408000979935162,,significant_down,day 11
ACZ81_13975,,pectin acetylesterase-family hydrolase,Lipid metabolism,2.394072579853588,0.0042148419879948,significant_up,day 11
ACZ81_09620,,energy transducer TonB,Intracellular trafficking,-2.384857335334517,0.0595015904183402,not_significant,day 11
ACZ81_01475,aer2,methyl-accepting chemotaxis protein,Signal transduction,-2.371986928647689,0.0019713071868627,significant_down,day 11
ACZ81_13675,aceA,isocitrate lyase,Energy production,-2.362055201388272,0.1820764290921885,not_significant,day 11
ACZ81_07885,pucG,pyridoxal-phosphate-dependent aminotransferase family protein,Amino acid metabolism,2.356871194044664,0.0006906248070706,significant_up,day 11
ACZ81_06500,yjjU,patatin-like phospholipase family protein,Unknown,-2.356660503296524,0.0397874349797686,significant_down,day 11
ACZ81_17960,,DUF3450 family protein,Unknown,-2.3547848341050424,0.0913026481919038,not_significant,day 11
ACZ81_01465,cheA,chemotaxis protein CheA,Cell motility,-2.352616520373783,0.0078204769134465,significant_down,day 11
ACZ81_07880,amaB,allantoate amidohydrolase,Amino acid metabolism,2.347863606927171,5.04373085267648e-05,significant_up,day 11
ACZ81_05900,,TonB-dependent receptor plug domain-containing protein,Inorganic ion transport,2.3404321820660936,0.0105356421825605,significant_up,day 11
ACZ81_15295,acnD,Fe/S-dependent 2-methylisocitrate dehydratase AcnD,Energy production,2.3245571628515083,0.001740635299608,significant_up,day 11
ACZ81_06075,,SLC13 family permease,Inorganic ion transport,2.3216343984742465,1.606425274479721e-05,significant_up,day 11
ACZ81_07890,,sulfite exporter TauE/SafE family protein,Unknown,2.3177778726037417,4.369652733823246e-05,significant_up,day 11
ACZ81_11890,rhgT,rhamnogalacturonan acetylesterase,Amino acid metabolism,2.307893940358466,0.0134598880948609,significant_up,day 11
ACZ81_14855,,AAA family ATPase,Cell cycle and division,-2.29853999323458,0.0477306068750469,significant_down,day 11
ACZ81_01905,astD,succinylglutamate-semialdehyde dehydrogenase,Energy production,2.281941350171156,0.00232912494079,significant_up,day 11
ACZ81_20590,,hypothetical protein,Unknown,2.26554143914599,,significant_up,day 11
ACZ81_07040,grpE,nucleotide exchange factor GrpE,Post-translational modification,-2.2635849706219457,0.0154897588900343,significant_down,day 11
ACZ81_RS21320,,hypothetical protein,Unknown,2.2620846861220527,,significant_up,day 11
ACZ81_17215,,FG-GAP-like repeat-containing protein,Cell wall and membrane,2.2595887514976405,0.0567814824794456,not_significant,day 11
ACZ81_16550,,hypothetical protein,Unknown,-2.246700403560816,0.0068833063904113,significant_down,day 11
ACZ81_07560,,hypothetical protein,Unknown,-2.236599663116356,,significant_down,day 11
ACZ81_14090,,hypothetical protein,Unknown,-2.228524117946156,0.0475440836968092,significant_down,day 11
ACZ81_00815,,IS4 family transposase,Replication and repair,-2.211808932144552,,significant_down,day 11
ACZ81_RS21400,,hypothetical protein,Unknown,-2.194018313365097,0.008580480575879,significant_down,day 11
ACZ81_16605,rutA,pyrimidine utilization protein A,Energy production,-2.1735435604247613,0.2061186488971499,not_significant,day 11
ACZ81_14860,,hypothetical protein,Unknown,-2.17017455536428,0.0459653408805333,significant_down,day 11
ACZ81_03620,,ArnT family glycosyltransferase,Cell wall and membrane,-2.168510257470018,0.0011573683904048,significant_down,day 11
ACZ81_08700,,DUF3718 domain-containing protein,Unknown,-2.154649365114279,0.1241611272459998,not_significant,day 11
ACZ81_06065,,IS110 family RNA-guided transposase,Replication and repair,-2.1511471670684053,,significant_down,day 11
ACZ81_05775,qorB,SDR family oxidoreductase,Carbohydrate metabolism,-2.148120737286751,0.00010507832612,significant_down,day 11
ACZ81_12775,htpG,molecular chaperone HtpG,Post-translational modification,-2.1452073747457048,0.0038369521397812,significant_down,day 11
ACZ81_06080,cysN,sulfate adenylyltransferase subunit CysN,Coenzyme metabolism,2.1361640432515228,0.0013837934607844,significant_up,day 11
ACZ81_RS21210,,hypothetical protein,Unknown,2.129098190106721,,significant_up,day 11
ACZ81_15290,prpC,bifunctional 2-methylcitrate synthase/citrate synthase,Energy production,2.1259723860787885,0.0485600558999079,significant_up,day 11
ACZ81_17650,,IS4 family transposase,Replication and repair,2.124187109074443,,significant_up,day 11
ACZ81_15020,,RNA recognition motif domain-containing protein,Unknown,-2.121274565061847,0.0124027361727415,significant_down,day 11
ACZ81_16545,,DUF2145 domain-containing protein,Unknown,-2.1211542763703792,0.0481700375434191,significant_down,day 11
ACZ81_12870,xdp1,exosortase-dependent surface protein XDP1,Unknown,-2.088209455105255,0.0724743449836486,not_significant,day 11
ACZ81_RS21635,,hypothetical protein,Energy production,-2.079082600913303,0.0002328218142294,significant_down,day 11
ACZ81_16085,csgB,minor curlin subunit CsgB,Unknown,2.0774281525483382,0.0686235284116717,not_significant,day 11
ACZ81_10335,,c-type cytochrome,Energy production,-2.0748588835113604,0.1169660301587169,not_significant,day 11
ACZ81_08675,,DUF3718 domain-containing protein,Unknown,-2.0729191920516987,0.0690734410839417,not_significant,day 11
ACZ81_05765,,hypothetical protein,Unknown,-2.065589862827692,0.031899498464179,significant_down,day 11
ACZ81_01740,,hypothetical protein,Unknown,-2.0590321354183554,0.008877488234968,significant_down,day 11
ACZ81_03655,qseB,response regulator,Signal transduction,-2.0563645514248257,0.0001899361993665,significant_down,day 11
ACZ81_01900,,DUF1338 domain-containing protein,Unknown,2.050255912332366,0.0025760426585751,significant_up,day 11
ACZ81_14685,pilC,type II secretion system F family protein,Intracellular trafficking,-2.024751437525979,0.0409527899700308,significant_down,day 11
ACZ81_19005,cyoA,ubiquinol oxidase subunit II,Energy production,-2.0230176992148805,,significant_down,day 11
ACZ81_14005,,hypothetical protein,Unknown,2.012699548592863,0.0138364195265389,significant_up,day 11
ACZ81_14680,ppdD,pilin,Cell motility,-1.9998119043331373,0.0202022539959897,significant_down,day 11
ACZ81_18910,,TonB-dependent receptor,Inorganic ion transport,1.9986473586274784,0.0094684606371376,significant_up,day 11
ACZ81_13960,,tryptophan halogenase family protein,Energy production,1.9971818329261688,1.7674752346429236e-06,significant_up,day 11
ACZ81_06090,cysC,adenylyl-sulfate kinase,Nucleotide metabolism,1.993467865145619,0.0039169697552965,significant_up,day 11
ACZ81_15095,arsR,metalloregulator ArsR/SmtB family transcription factor,Transcription,-1.987688754299268,0.0459859249305473,significant_down,day 11
ACZ81_07210,,flavin reductase family protein,Unknown,-1.9792350585501832,0.0146681717117066,significant_down,day 11
ACZ81_02345,,PQQ-dependent sugar dehydrogenase,Carbohydrate metabolism,-1.975179293678455,9.418799709289494e-06,significant_down,day 11
ACZ81_16585,rutE,malonic semialdehyde reductase,Energy production,-1.9731425546863048,0.2143476543609681,not_significant,day 11
ACZ81_18635,yybH,YybH family protein,Unknown,-1.9666302015604875,0.0978255666473943,not_significant,day 11
ACZ81_16120,,hypothetical protein,Unknown,-1.964872751874834,0.0298343329377253,significant_down,day 11
ACZ81_16450,,hypothetical protein,Unknown,-1.9627804922793384,0.0812020403620661,not_significant,day 11
ACZ81_01910,astA,arginine N-succinyltransferase,Amino acid metabolism,1.9625452458063064,0.0025021752395389,significant_up,day 11
ACZ81_07715,romA,MBL fold metallo-hydrolase,Unknown,1.9561196507893075,0.1010473971617963,not_significant,day 11
ACZ81_18240,lifO,lipase secretion chaperone,Post-translational modification,1.954588852115792,0.0150606719699039,significant_up,day 11
ACZ81_09625,,RNA polymerase sigma factor,Transcription,-1.9386409043430093,0.0374452435839411,significant_down,day 11
ACZ81_04125,,DUF3718 domain-containing protein,Unknown,-1.9355219691959271,0.0967294811645488,not_significant,day 11
ACZ81_19260,pckA,phosphoenolpyruvate carboxykinase,Coenzyme metabolism,-1.9139229673307545,0.0124027361727415,significant_down,day 11
ACZ81_RS21535,,hypothetical protein,Translation,1.911793385101421,,significant_up,day 11
ACZ81_13225,pilV,PilV family protein,Cell motility,-1.899862400747833,0.0638691768395815,not_significant,day 11
ACZ81_14350,,hypothetical protein,Unknown,-1.8991538536912216,,significant_down,day 11
ACZ81_08670,,DUF3718 domain-containing protein,Unknown,-1.8944933765681795,0.1154697282547253,not_significant,day 11
ACZ81_13530,iscR,Fe-S cluster assembly transcriptional regulator IscR,Transcription,-1.8905667703535307,0.0087109424004046,significant_down,day 11
ACZ81_12735,,lectin-like domain-containing protein,Secondary metabolites,1.884773578404637,0.0124027361727415,significant_up,day 11
ACZ81_07875,,AraC family ligand binding domain-containing protein,Unknown,1.879796930219732,0.0080549320025501,significant_up,day 11
ACZ81_03640,,hypothetical protein,Inorganic ion transport,-1.8681700167711373,0.0837288251007679,not_significant,day 11
ACZ81_07045,dnaK,molecular chaperone DnaK,Post-translational modification,-1.867296534914768,0.0035390332408927,significant_down,day 11
ACZ81_20730,,hypothetical protein,Unknown,-1.8592861571124133,0.3035207842719349,not_significant,day 11
ACZ81_11680,gap,glyceraldehyde-3-phosphate dehydrogenase,Carbohydrate metabolism,-1.846023943391972,0.0161280368358857,significant_down,day 11
ACZ81_RS20790,,hypothetical protein,Unknown,-1.841084503679873,0.1857081838395892,not_significant,day 11
ACZ81_19380,mdoG,OpgD/OpgG family glucan biosynthesis protein,Inorganic ion transport,1.8387050742280608,0.1290641852207068,not_significant,day 11
ACZ81_19690,,hypothetical protein,Unknown,-1.8355015303307147,0.020222306305465,significant_down,day 11
ACZ81_01460,cheY1,response regulator,Signal transduction,-1.831221321571843,0.0934623406257096,not_significant,day 11
ACZ81_18205,scrK,carbohydrate kinase family protein,Carbohydrate metabolism,1.8282881946551963,0.0317442799783237,significant_up,day 11
ACZ81_15660,,Ig-like domain-containing protein,Cell wall and membrane,1.8263371345593624,0.0035390332408927,significant_up,day 11
ACZ81_18835,yhbW,LLM class flavin-dependent oxidoreductase,Energy production,-1.8258533751764787,0.0370533037220005,significant_down,day 11
ACZ81_10325,dgkA,diacylglycerol kinase,Cell wall and membrane,-1.8233227333587327,0.0070866575473902,significant_down,day 11
ACZ81_04695,kpsT,ABC transporter ATP-binding protein,Carbohydrate metabolism,1.819097326628992,0.0026338127645956,significant_up,day 11
ACZ81_07895,ggt1,gamma-glutamyltransferase family protein,Amino acid metabolism,1.803937999018308,0.0014053427484755,significant_up,day 11
ACZ81_10330,uspA,universal stress protein,Signal transduction,-1.7939593538789285,0.0202022539959897,significant_down,day 11
ACZ81_16425,,collagen-binding domain-containing protein,Unknown,-1.7916122341945766,0.0459859249305473,significant_down,day 11
ACZ81_14230,,ABC transporter permease,Inorganic ion transport,-1.7871342849289638,0.188931539212684,not_significant,day 11
ACZ81_06140,,DUF4381 domain-containing protein,Unknown,-1.775571208493003,0.2124049992587651,not_significant,day 11
ACZ81_11265,ychJ,YchJ family protein,Unknown,1.7746323760176204,0.0152355506794168,significant_up,day 11
ACZ81_05145,,flagellin,Cell motility,-1.7601050236805158,0.0035390332408927,significant_down,day 11
ACZ81_01325,,tyrosine-type recombinase/integrase,Replication and repair,-1.7547137130655153,,significant_down,day 11
ACZ81_16445,bcsA,UDP-forming cellulose synthase catalytic subunit,Cell wall and membrane,-1.75170426615952,0.0616156663379982,not_significant,day 11
ACZ81_18525,yicI,glycoside hydrolase family 31 protein,Carbohydrate metabolism,1.7506374769629565,0.0027085091839796,significant_up,day 11
ACZ81_18990,cyoD,cytochrome o ubiquinol oxidase subunit IV,Energy production,-1.7489072652797213,,significant_down,day 11
ACZ81_03600,,SDR family oxidoreductase,Unknown,-1.7471477323511206,0.0674676858966435,not_significant,day 11
ACZ81_13175,fimT,GspH/FimT family pseudopilin,Cell motility,-1.740904136975884,0.0829763157089005,not_significant,day 11
ACZ81_18390,,hypothetical protein,Unknown,-1.7394487666290683,0.0007365518335664,significant_down,day 11
ACZ81_18395,,RNA polymerase sigma factor,Transcription,-1.7364392392402397,0.0117626455602536,significant_down,day 11
ACZ81_01915,argD,aspartate aminotransferase family protein,Amino acid metabolism,1.735384737072254,0.0010800032239605,significant_up,day 11
ACZ81_14630,mexE,efflux RND transporter periplasmic adaptor subunit,Cell wall and membrane,-1.7337736232114878,0.1089709883477318,not_significant,day 11
ACZ81_08475,,pyridoxamine 5^-phosphate oxidase family protein,Unknown,1.729344129162556,0.3162590397501084,not_significant,day 11
ACZ81_06085,cysQ,"3^(2^),5^-bisphosphate nucleotidase CysQ",Inorganic ion transport,1.7167688884365362,0.0220883589259107,significant_up,day 11
ACZ81_17745,rpoH,RNA polymerase sigma factor RpoH,Transcription,-1.7148595223206629,5.04373085267648e-05,significant_down,day 11
ACZ81_15280,,GntR family transcriptional regulator,Transcription,1.7127680144834712,0.0007330390750556,significant_up,day 11
ACZ81_05355,,SulP family inorganic anion transporter,Inorganic ion transport,1.7089580568832767,1.2795147911827062e-05,significant_up,day 11
ACZ81_13685,glcB,malate synthase G,Energy production,-1.7070924612955156,0.1251425477120246,not_significant,day 11
ACZ81_03710,,response regulator transcription factor,Transcription,-1.691727667425915,0.0134598880948609,significant_down,day 11
ACZ81_08635,,hypothetical protein,Unknown,-1.690398933397847,0.1324365708022296,not_significant,day 11
ACZ81_04785,,DUF3192 domain-containing protein,Translation,-1.685976502993059,0.0459653408805333,significant_down,day 11
ACZ81_14195,,radical SAM protein,Lipid metabolism,-1.683960634018871,0.0459859249305473,significant_down,day 11
ACZ81_00860,,phosphatase PAP2 family protein,Lipid metabolism,1.6835092935985667,0.2534197021393272,not_significant,day 11
ACZ81_04525,,hypothetical protein,Unknown,1.6733602363795834,,significant_up,day 11
ACZ81_02155,grxC,glutaredoxin 3,Post-translational modification,-1.6712234595931224,0.0045143588009247,significant_down,day 11
ACZ81_07785,uraH,hydroxyisourate hydrolase,Unknown,1.6706842516091511,0.0348691488708399,significant_up,day 11
ACZ81_03165,nrtB,ABC transporter permease,Inorganic ion transport,1.6692368880172603,0.4031421557306631,not_significant,day 11
ACZ81_20310,,hypothetical protein,Unknown,-1.6641310309116284,0.0403470207084824,significant_down,day 11
ACZ81_08175,,hypothetical protein,Unknown,-1.658958134608726,0.0685994461648734,not_significant,day 11
ACZ81_09020,drrA,ABC transporter ATP-binding protein,Defense mechanisms,-1.6581363116006558,0.0119751137972667,significant_down,day 11
ACZ81_12230,,nidogen-like domain-containing protein,Cell wall and membrane,1.6563074699615483,0.029671793147134,significant_up,day 11
ACZ81_RS18600,cydX,cytochrome bd-I oxidase subunit CydX,Unknown,-1.654486504716452,0.2090307268443853,not_significant,day 11
ACZ81_15285,prpB,methylisocitrate lyase,Carbohydrate metabolism,1.6528264131384829,0.0871630876142066,not_significant,day 11
ACZ81_09630,,hypothetical protein,Unknown,-1.6517339509394922,0.0428773709778894,significant_down,day 11
ACZ81_20285,,cytochrome c3 family protein,Unknown,-1.6419114347798045,0.0220883589259107,significant_down,day 11
ACZ81_17530,,response regulator,Signal transduction,-1.6318806142573152,0.0718615646098106,not_significant,day 11
ACZ81_03125,nirD,nitrite reductase small subunit NirD,Inorganic ion transport,1.627927373147893,0.3744027447408558,not_significant,day 11
ACZ81_15820,,hypothetical protein,Unknown,-1.623892986426573,0.1055612321811837,not_significant,day 11
ACZ81_01455,,methyl-accepting chemotaxis protein,Cell motility,-1.6215570821612268,0.1073958014684507,not_significant,day 11
ACZ81_RS21385,,hypothetical protein,Cell wall and membrane,-1.6211584890842663,0.0666783547948548,not_significant,day 11
ACZ81_17965,fepA,FepA family TonB-dependent siderophore receptor,Inorganic ion transport,-1.6118981628787148,0.2642570119211134,not_significant,day 11
ACZ81_RS21215,,hypothetical protein,Unknown,-1.606291513690972,0.1870089406745452,not_significant,day 11
ACZ81_11780,,putative DNA modification/repair radical SAM protein,Unknown,1.6052858050712222,0.0227228180493703,significant_up,day 11
ACZ81_20140,,efflux RND transporter periplasmic adaptor subunit,Cell wall and membrane,1.6002419469784903,0.1325060618140174,not_significant,day 11
ACZ81_18605,cydA,cytochrome ubiquinol oxidase subunit I,Energy production,-1.5983371934920636,0.2353636165408875,not_significant,day 11
ACZ81_13525,iscS,IscS subfamily cysteine desulfurase,Amino acid metabolism,-1.588178250783545,0.0166233730789615,significant_down,day 11
ACZ81_19040,,DUF6538 domain-containing protein,Replication and repair,-1.584923511161776,0.1751465493310105,not_significant,day 11
ACZ81_16980,,IS4 family transposase,Replication and repair,1.5816653636704574,,significant_up,day 11
ACZ81_08485,,nuclear transport factor 2 family protein,Unknown,1.5772040995029928,0.135312704098687,not_significant,day 11
ACZ81_00375,,helix-turn-helix domain-containing protein,Transcription,-1.567138190262766,0.2804705505856034,not_significant,day 11
ACZ81_16165,,response regulator,Signal transduction,-1.5661820954431858,0.0298343329377253,significant_down,day 11
ACZ81_17410,,PepSY domain-containing protein,Unknown,1.5642075007373013,0.0134784944146652,significant_up,day 11
ACZ81_16090,,S8 family serine peptidase,Cell wall and membrane,1.5589458029513894,0.3908858810845275,not_significant,day 11
ACZ81_01485,cheR,CheR family methyltransferase,Cell motility,-1.5519917865864308,0.0337741514905504,significant_down,day 11
ACZ81_12430,,hybrid sensor histidine kinase/response regulator,Signal transduction,-1.545082654804711,0.0631705754977792,not_significant,day 11
ACZ81_RS20900,,diguanylate cyclase domain-containing protein,Signal transduction,-1.5445365498217027,0.2846397299967138,not_significant,day 11
ACZ81_00420,,DUF4124 domain-containing protein,Unknown,-1.543403644163974,0.1009416249103917,not_significant,day 11
ACZ81_19480,nfuA,Fe-S biogenesis protein NfuA,Energy production,-1.5430768886416528,0.0183576283722846,significant_down,day 11
ACZ81_15535,,response regulator,Transcription,-1.534527393425605,0.0175360226983395,significant_down,day 11
ACZ81_12405,zigA,zinc metallochaperone GTPase ZigA,Unknown,-1.533660725597236,0.002835731806483,significant_down,day 11
ACZ81_04250,rbbA,ribosome-associated ATPase/putative transporter RbbA,Defense mechanisms,-1.530727254364736,0.0302761071057783,significant_down,day 11
ACZ81_10105,sdaA,L-serine ammonia-lyase,Amino acid metabolism,1.5275486220769146,0.0021395273061972,significant_up,day 11
ACZ81_20145,,hypothetical protein,Cell wall and membrane,1.5263783821338437,0.1943283603652631,not_significant,day 11
ACZ81_18650,,ZrgA family zinc uptake protein,Inorganic ion transport,-1.521914986529446,0.0029320711186928,significant_down,day 11
ACZ81_10140,bkdA2,alpha-ketoacid dehydrogenase subunit beta,Energy production,1.516959269694573,0.0270683164901192,significant_up,day 11
ACZ81_02485,glyA,serine hydroxymethyltransferase,Amino acid metabolism,1.5121699456537765,0.0474298039723498,significant_up,day 11
ACZ81_18385,,DUF4097 family beta strand repeat-containing protein,Unknown,-1.5082204556559209,0.0026521990839908,significant_down,day 11
ACZ81_15155,,DUF4282 domain-containing protein,Unknown,1.504614545285614,,significant_up,day 11
ACZ81_13495,sufT,putative Fe-S cluster assembly protein SufT,Unknown,1.5045468441066394,0.0028444733991368,significant_up,day 11
ACZ81_02010,,hypothetical protein,Unknown,1.498725686987605,0.5835839434349164,not_significant,day 11
ACZ81_18640,,hypothetical protein,Unknown,-1.4891488230325762,0.0577628935447232,not_significant,day 11
ACZ81_11270,amy1,alpha-amylase family protein,Carbohydrate metabolism,1.4885350496681449,0.1615414501679277,not_significant,day 11
ACZ81_03240,,NUDIX hydrolase,Replication and repair,1.4876679571251492,0.0050824287003209,significant_up,day 11
ACZ81_20290,,hypothetical protein,Unknown,-1.4835245908673156,0.0372254629183921,significant_down,day 11
ACZ81_00100,def,peptide deformylase,Translation,-1.483292394603255,0.0012094686285326,significant_down,day 11
ACZ81_07780,guaD,guanine deaminase,Nucleotide metabolism,1.4800163684468108,0.0174966357177232,significant_up,day 11
ACZ81_20250,hypC,HypC/HybG/HupF family hydrogenase formation chaperone,Post-translational modification,-1.4799059314701164,0.0635830033681567,not_significant,day 11
ACZ81_20435,,hypothetical protein,Unknown,-1.4787229190469608,,significant_down,day 11
ACZ81_06335,,STAS domain-containing protein,Signal transduction,-1.474965020884249,0.0604955242922417,not_significant,day 11
ACZ81_10585,,TonB-dependent receptor plug domain-containing protein,Inorganic ion transport,1.4734404014884457,0.0073192050214413,significant_up,day 11
ACZ81_08185,xthA,exodeoxyribonuclease III,Replication and repair,-1.4725704608493535,0.0975495763340442,not_significant,day 11
ACZ81_01445,cheD,chemoreceptor glutamine deamidase CheD,Cell motility,1.4693736970378024,0.0725933963811806,not_significant,day 11
ACZ81_16865,,hypothetical protein,Cell motility,-1.468648819190097,0.0986217716725829,not_significant,day 11
ACZ81_18920,,SapC family protein,Unknown,1.467878476825305,0.008877488234968,significant_up,day 11
ACZ81_10145,bkdB,dihydrolipoyllysine-residue acetyltransferase,Energy production,1.4670796361549274,0.0150606719699039,significant_up,day 11
ACZ81_01600,,3-keto-disaccharide hydrolase,Carbohydrate metabolism,1.4666840302946955,0.0315144734184001,significant_up,day 11
ACZ81_07430,,putative bifunctional diguanylate cyclase/phosphodiesterase,Signal transduction,-1.4641033585596417,0.005491222543835,significant_down,day 11
ACZ81_18600,cydB,cytochrome d ubiquinol oxidase subunit II,Energy production,-1.4509701725951611,0.2967059068564718,not_significant,day 11
ACZ81_10730,,diguanylate cyclase,Signal transduction,-1.4478183514953316,0.074583756918398,not_significant,day 11
